札番号,単語数,総文字数,単語リスト
29,28,94,こころあ/心あて/あてに/折らば/らばや/ばや折/や折ら/折らむ/初霜の/こころ/ころあ/ろあて/をらば/ばやを/やをら/をらむ/はつし/つしも/しもの/心あてに/折らばや/らばや折/ばや折ら/や折らむ/ころあて/ろあてに/をらばや/らばやを
30,28,96,ありあ/有明の/つれな/れなく/なく見/く見え/見えし/別れよ/れより/りあけ/あけの/なくみ/くみえ/みえし/わかれ/かれよ/つれなく/れなく見/なく見え/く見えし/別れより/ありあけ/りあけの/れなくみ/なくみえ/くみえし/わかれよ/かれより
31,28,98,あさぼらけ　あ/朝ぼら/ぼらけ/有明の/明の月/の月と/見るま/るまで/までに/あさぼ/さぼら/ありあ/りあけ/あけの/けのつ/のつき/つきと/みるま/朝ぼらけ/有明の月/明の月と/見るまで/るまでに/あさぼら/さぼらけ/ありあけ/りあけの/あけのつ
32,28,87,やまが/山川に/風のか/のかけ/かけた/けたる/しがら/がらみ/らみは/まがは/がはに/かぜの/ぜのか/風のかけ/のかけた/かけたる/しがらみ/がらみは/やまがは/まがはに/かぜのか/ぜのかけ/山川/川に/風の/のか/かけ/けた
33,28,90,ひさ/ひさか/さかた/かたの/光のど/のどけ/どけき/春の日/の日に/ひかり/かりの/りのど/はるの/るのひ/のひに/ひさかた/さかたの/光のどけ/のどけき/春の日に/ひかりの/かりのど/りのどけ/はるのひ/るのひに/さか/かた/たの
34,28,94,たれ/誰をか/をかも/知る人/る人に/人にせ/にせむ/高砂の/たれを/れをか/しるひ/るひと/ひとに/とにせ/たかさ/かさご/さごの/誰をかも/知る人に/る人にせ/人にせむ/たれをか/れをかも/しるひと/るひとに/ひとにせ/とにせむ/たかさご
35,28,93,ひとは/人はい/はいさ/心も知/も知ら/知らず/ふるさ/るさと/さとは/とはい/こころ/ころも/ろもし/もしら/しらず/人はいさ/心も知ら/も知らず/ふるさと/るさとは/ひとはい/とはいさ/こころも/ころもし/ろもしら/もしらず/人は/はい
36,28,93,なつ/夏の夜/の夜は/まだ宵/だ宵な/宵なが/ながら/明けぬ/けぬる/ぬるを/なつの/つのよ/のよは/まだよ/だよひ/よひな/ひなが/あけぬ/夏の夜は/まだ宵な/だ宵なが/宵ながら/明けぬる/けぬるを/なつのよ/つのよは/まだよひ/だよひな
37,28,93,しら/白露に/風の吹/の吹き/吹きし/きしく/秋の野/の野は/しらつ/らつゆ/つゆに/かぜの/ぜのふ/のふき/ふきし/あきの/きのの/ののは/風の吹き/の吹きし/吹きしく/秋の野は/しらつゆ/らつゆに/かぜのふ/ぜのふき/のふきし/ふきしく
38,28,95,わすら/忘らる/らるる/身をば/をば思/ば思は/思はず/誓ひて/ひてし/すらる/みをば/をばお/ばおも/おもは/もはず/ちかひ/かひて/忘らるる/身をば思/をば思は/ば思はず/誓ひてし/わすらる/すらるる/みをばお/をばおも/ばおもは/おもはず
39,28,95,あさぢ/浅茅生/茅生の/小野の/野の篠/の篠原/しのぶ/のぶれ/ぶれど/さぢふ/ぢふの/をのの/ののし/のしの/しのは/のはら/あさじ/浅茅生の/小野の篠/野の篠原/しのぶれ/のぶれど/あさぢふ/さぢふの/をののし/ののしの/のしのは/しのはら
40,28,93,しの/しのぶ/のぶれ/ぶれど/色に出/に出で/出でに/でにけ/にけり/わが恋/が恋は/いろに/ろにい/にいで/いでに/わがこ/がこひ/こひは/しのぶれ/のぶれど/色に出で/に出でに/出でにけ/でにけり/わが恋は/いろにい/ろにいで/にいでに
41,28,94,こひ/恋すて/すてふ/わが名/が名は/名はま/はまだ/まだき/立ちに/ちにけ/にけり/こひす/ひすて/わがな/がなは/なはま/たちに/恋すてふ/わが名は/が名はま/名はまだ/はまだき/立ちにけ/ちにけり/こひすて/ひすてふ/わがなは/がなはま
42,28,92,ちぎりき/契りき/りきな/かたみ/たみに/みに袖/に袖を/しぼり/ぼりつ/りつつ/ちぎり/ぎりき/みにそ/にそで/そでを/契りきな/かたみに/たみに袖/みに袖を/しぼりつ/ぼりつつ/ぎりきな/たみにそ/みにそで/にそでを/契り/りき/きな
43,28,94,あひ/逢ひ見/ひ見て/見ての/のちの/ちの心/の心に/くらぶ/らぶれ/ぶれば/あひみ/ひみて/みての/ちのこ/のここ/こころ/ころに/逢ひ見て/ひ見ての/のちの心/ちの心に/くらぶれ/らぶれば/あひみて/ひみての/のちのこ/ちのここ/のこころ
44,28,90,あふこ/逢ふこ/ふこと/ことの/絶えて/えてし/てしな/しなく/なくは/なかな/かなか/なかに/たえて/おおこ/逢ふこと/ふことの/絶えてし/えてしな/てしなく/しなくは/なかなか/かなかに/あふこと/たえてし/逢ふ/ふこ/こと/との
45,28,93,あはれ/はれと/れとも/いふべ/ふべき/べき人/き人は/思ほえ/ほえで/べきひ/きひと/ひとは/おもほ/もほえ/あわれ/あはれと/はれとも/いふべき/ふべき人/べき人は/思ほえで/ふべきひ/べきひと/きひとは/おもほえ/もほえで/あは/はれ
46,28,92,ゆら/由良の/良の門/の門を/渡る舟/る舟人/かぢを/ぢを絶/を絶え/ゆらの/らのと/のとを/わたる/たるふ/るふな/ふなび/なびと/ぢをた/をたえ/由良の門/良の門を/渡る舟人/かぢを絶/ぢを絶え/ゆらのと/らのとを/わたるふ/たるふな
47,28,95,やへ/八重む/重むぐ/むぐら/しげれ/げれる/れる宿/る宿の/さびし/びしき/しきに/やへむ/へむぐ/れるや/るやど/やどの/八重むぐ/重むぐら/しげれる/げれる宿/れる宿の/さびしき/びしきに/やへむぐ/へむぐら/げれるや/れるやど/るやどの
48,28,96,かぜを/風をい/をいた/いたみ/岩うつ/うつ波/つ波の/おのれ/のれの/れのみ/ぜをい/いはう/はうつ/うつな/つなみ/なみの/風をいた/をいたみ/岩うつ波/うつ波の/おのれの/のれのみ/かぜをい/ぜをいた/いはうつ/はうつな/うつなみ/つなみの
49,28,94,みかき/御垣守/衛士の/士のた/のたく/たく火/く火の/夜は燃/は燃え/かきも/きもり/ゑじの/じのた/たくひ/くひの/よるは/るはも/はもえ/衛士のた/士のたく/のたく火/たく火の/夜は燃え/みかきも/かきもり/ゑじのた/じのたく/のたくひ
50,28,95,きみがため　を/君がた/がため/惜しか/しから/からざ/らざり/ざりし/命さへ/きみが/みがた/をしか/いのち/のちさ/ちさへ/君がため/惜しから/しからざ/からざり/らざりし/きみがた/みがため/をしから/いのちさ/のちさへ/君が/がた/ため
51,28,95,かく/かくと/くとだ/とだに/えやは/やは伊/は伊吹/伊吹の/さしも/しも草/やはい/はいぶ/いぶき/ぶきの/しもぐ/もぐさ/かくとだ/くとだに/えやは伊/やは伊吹/は伊吹の/さしも草/えやはい/やはいぶ/はいぶき/いぶきの/さしもぐ/しもぐさ
52,28,92,あけ/明けぬ/けぬれ/ぬれば/暮るる/るるも/るもの/ものと/のとは/知りな/りなが/ながら/あけぬ/くるる/しりな/明けぬれ/けぬれば/暮るるも/るるもの/るものと/ものとは/知りなが/りながら/あけぬれ/くるるも/しりなが/明け/けぬ
53,28,93,なげき/嘆きつ/きつつ/ひとり/とり寝/り寝る/寝る夜/る夜の/明くる/くる間/る間は/げきつ/とりね/りねる/ねるよ/るよの/あくる/くるま/るまは/嘆きつつ/ひとり寝/とり寝る/り寝る夜/寝る夜の/明くる間/くる間は/なげきつ/げきつつ
54,28,95,わすれ/忘れじ/れじの/ゆく末/く末ま/末まで/までは/かたけ/たけれ/ければ/すれじ/ゆくす/くすゑ/すゑま/ゑまで/忘れじの/ゆく末ま/く末まで/末までは/かたけれ/たければ/わすれじ/すれじの/ゆくすゑ/くすゑま/すゑまで/ゑまでは/忘れ
55,28,92,たき/滝の音/の音は/絶えて/えて久/て久し/久しく/なりぬ/りぬれ/ぬれど/たきの/きのお/のおと/おとは/たえて/えてひ/てひさ/ひさし/さしく/滝の音は/絶えて久/えて久し/て久しく/なりぬれ/りぬれど/たきのお/きのおと/のおとは
56,28,96,あらざ/らざら/ざらむ/この世/の世の/世のほ/のほか/ほかの/思ひ出/ひ出に/このよ/のよの/よのほ/おもひ/もひで/ひでに/あらざら/らざらむ/この世の/の世のほ/世のほか/のほかの/思ひ出に/このよの/のよのほ/よのほか/おもひで/もひでに
57,28,91,め/めぐり/ぐり逢/り逢ひ/逢ひて/見しや/しやそ/やそれ/それと/れとも/わかぬ/かぬ間/ぬ間に/ぐりあ/りあひ/あひて/みしや/かぬま/ぬまに/めぐり逢/ぐり逢ひ/り逢ひて/見しやそ/しやそれ/やそれと/それとも/わかぬ間/かぬ間に
58,28,95,ありま/有馬山/猪名の/名の笹/の笹原/風吹け/吹けば/りまや/まやま/ゐなの/なのさ/のささ/ささは/さはら/かぜふ/ぜふけ/ふけば/猪名の笹/名の笹原/風吹けば/ありまや/りまやま/ゐなのさ/なのささ/のささは/ささはら/かぜふけ/ぜふけば
59,28,93,やす/やすら/すらは/らはで/寝なま/なまし/ましも/しもの/ものを/さ夜更/夜更け/更けて/ねなま/さよふ/よふけ/ふけて/やすらは/すらはで/寝なまし/なましも/ましもの/しものを/さ夜更け/夜更けて/ねなまし/さよふけ/よふけて/すら
60,28,94,おほえ/大江山/いく野/く野の/野の道/の道の/遠けれ/ければ/ほえや/えやま/いくの/くのの/ののみ/のみち/みちの/とほけ/ほけれ/おおえ/いく野の/く野の道/野の道の/遠ければ/おほえや/ほえやま/いくのの/くののみ/ののみち/のみちの
61,28,91,いに/いにし/にしへ/しへの/奈良の/良の都/の都の/八重桜/ならの/らのみ/のみや/みやこ/やこの/やへざ/へざく/ざくら/いにしへ/にしへの/奈良の都/良の都の/ならのみ/らのみや/のみやこ/みやこの/やへざく/へざくら/にし/しへ
62,28,94,よを/夜をこ/をこめ/こめて/鳥の空/の空音/空音は/謀ると/るとも/よをこ/とりの/りのそ/のそら/そらね/らねは/はかる/かると/夜をこめ/をこめて/鳥の空音/の空音は/謀るとも/よをこめ/とりのそ/りのそら/のそらね/そらねは/はかると
63,28,95,いまは/今はた/はただ/思ひ絶/ひ絶え/絶えな/えなむ/とばか/ばかり/かりを/まはた/おもひ/もひた/ひたえ/たえな/今はただ/思ひ絶え/ひ絶えな/絶えなむ/とばかり/ばかりを/いまはた/まはただ/おもひた/もひたえ/ひたえな/たえなむ/今は
64,28,98,あさぼらけ　う/朝ぼら/ぼらけ/宇治の/治の川/の川霧/たえだ/えだえ/だえに/あさぼ/さぼら/うぢの/ぢのか/のかは/かはぎ/はぎり/朝ぼらけ/宇治の川/治の川霧/たえだえ/えだえに/あさぼら/さぼらけ/うぢのか/ぢのかは/のかはぎ/かはぎり/朝ぼ
65,28,95,うら/恨みわ/みわび/ほさぬ/さぬ袖/ぬ袖だ/袖だに/あるも/るもの/ものを/うらみ/らみわ/さぬそ/ぬそで/そでだ/でだに/恨みわび/ほさぬ袖/さぬ袖だ/ぬ袖だに/あるもの/るものを/うらみわ/らみわび/ほさぬそ/さぬそで/ぬそでだ/そでだに
66,28,89,もろ/もろと/ろとも/ともに/あはれ/はれと/れと思/と思へ/れとお/とおも/おもへ/やまざ/まざく/ざくら/もろとも/ろともに/あはれと/はれと思/れと思へ/はれとお/れとおも/とおもへ/やまざく/まざくら/ろと/とも/もに/あは
67,28,91,はるの/春の夜/の夜の/夢ばか/ばかり/かりな/りなる/手枕に/るのよ/のよの/ゆめば/めばか/たまく/まくら/くらに/春の夜の/夢ばかり/ばかりな/かりなる/はるのよ/るのよの/ゆめばか/めばかり/たまくら/まくらに/春の/の夜/夜の
68,28,95,こころに/心にも/あらで/らで憂/で憂き/憂き夜/き夜に/長らへ/らへば/こころ/ころに/ろにも/らでう/でうき/うきよ/きよに/ながら/がらへ/あらで憂/らで憂き/で憂き夜/憂き夜に/長らへば/ころにも/あらでう/らでうき/でうきよ/うきよに
69,28,95,あらし/嵐吹く/三室の/室の山/の山の/もみぢ/みぢ葉/ぢ葉は/らしふ/しふく/みむろ/むろの/ろのや/のやま/やまの/みぢば/ぢばは/三室の山/室の山の/もみぢ葉/みぢ葉は/あらしふ/らしふく/みむろの/むろのや/ろのやま/のやまの/もみぢば
70,28,91,さ/寂しさ/しさに/宿を立/を立ち/立ち出/ち出で/出でて/ながむ/がむれ/むれば/さびし/びしさ/やどを/どをた/をたち/たちい/ちいで/いでて/寂しさに/宿を立ち/を立ち出/立ち出で/ち出でて/ながむれ/がむれば/さびしさ/びしさに
71,28,94,ゆふ/夕され/されば/門田の/田の稲/の稲葉/訪れて/ゆふさ/ふされ/かどた/どたの/たのい/のいな/いなば/おとづ/とづれ/づれて/夕されば/門田の稲/田の稲葉/ゆふされ/ふされば/かどたの/どたのい/たのいな/のいなば/おとづれ/とづれて
72,28,92,おと/音に聞/に聞く/高師の/師の浜/の浜の/あだ波/だ波は/おとに/とにき/にきく/たかし/かしの/しのは/のはま/はまの/あだな/だなみ/なみは/音に聞く/高師の浜/師の浜の/あだ波は/おとにき/とにきく/たかしの/かしのは/しのはま
73,28,94,たか/高砂の/尾の上/の上の/上の桜/咲きに/きにけ/にけり/たかさ/かさご/さごの/をのへ/のへの/へのさ/のさく/さくら/さきに/尾の上の/の上の桜/咲きにけ/きにけり/たかさご/かさごの/をのへの/のへのさ/へのさく/のさくら/さきにけ
74,28,93,うか/憂かり/かりけ/りける/人を初/を初瀬/初瀬の/山おろ/おろし/ろしよ/うかり/ひとを/とをは/をはつ/はつせ/つせの/やまお/まおろ/憂かりけ/かりける/人を初瀬/を初瀬の/山おろし/おろしよ/うかりけ/ひとをは/とをはつ/をはつせ
75,28,96,ちぎりお/契りお/りおき/おきし/させも/せもが/もが露/が露を/命にて/ちぎり/ぎりお/もがつ/がつゆ/つゆを/いのち/のちに/ちにて/契りおき/りおきし/させもが/せもが露/もが露を/ぎりおき/せもがつ/もがつゆ/がつゆを/いのちに/のちにて
76,28,96,わたのはら　こ/わたの/たの原/漕ぎ出/ぎ出で/出でて/でて見/て見れ/見れば/ひさか/さかた/かたの/たのは/のはら/こぎい/ぎいで/いでて/でてみ/てみれ/みれば/わたの原/漕ぎ出で/ぎ出でて/出でて見/でて見れ/て見れば/ひさかた/さかたの
77,28,89,せ/瀬をは/をはや/はやみ/岩にせ/にせか/せかる/かるる/滝川の/せをは/いはに/はにせ/たきが/きがは/がはの/瀬をはや/をはやみ/岩にせか/にせかる/せかるる/せをはや/いはにせ/はにせか/たきがは/きがはの/瀬を/をは/はや
78,28,94,あはぢ/淡路島/通ふ千/ふ千鳥/千鳥の/鳴く声/く声に/はぢし/ぢしま/かよふ/よふち/ふちど/ちどり/どりの/なくこ/くこゑ/こゑに/あわじ/通ふ千鳥/ふ千鳥の/鳴く声に/あはぢし/はぢしま/かよふち/よふちど/ふちどり/ちどりの/なくこゑ
79,28,95,あきか/秋風に/たなび/なびく/びく雲/く雲の/絶え間/え間よ/間より/きかぜ/かぜに/びくく/くくも/くもの/たえま/えまよ/まより/たなびく/なびく雲/びく雲の/絶え間よ/え間より/あきかぜ/きかぜに/なびくく/びくくも/くくもの/たえまよ
80,28,94,ながか/長から/からむ/心も知/も知ら/知らず/黒髪の/がから/こころ/ころも/ろもし/もしら/しらず/くろか/ろかみ/かみの/長からむ/心も知ら/も知らず/ながから/がからむ/こころも/ころもし/ろもしら/もしらず/くろかみ/ろかみの/長か
81,28,91,ほ/ほとと/ととぎ/とぎす/鳴きつ/きつる/つる方/る方を/ながむ/がむれ/むれば/なきつ/つるか/るかた/かたを/ほととぎ/ととぎす/鳴きつる/きつる方/つる方を/ながむれ/がむれば/なきつる/きつるか/つるかた/るかたを/ほと/とと
82,28,93,おもひ/思ひわ/ひわび/さても/ても命/も命は/あるも/るもの/ものを/もひわ/てもい/もいの/いのち/のちは/おもい/思ひわび/さても命/ても命は/あるもの/るものを/おもひわ/もひわび/さてもい/てもいの/もいのち/いのちは/思ひ/ひわ
83,28,97,よのなかよ/世の中/の中よ/道こそ/こそな/そなけ/なけれ/思ひ入/ひ入る/よのな/のなか/なかよ/みちこ/ちこそ/おもひ/もひい/ひいる/世の中よ/道こそな/こそなけ/そなけれ/思ひ入る/よのなか/のなかよ/みちこそ/ちこそな/おもひい/もひいる
84,28,86,ながら/長らへ/らへば/またこ/たこの/このご/のごろ/ごろや/しのば/のばれ/ばれむ/がらへ/長らへば/またこの/たこのご/このごろ/のごろや/しのばれ/のばれむ/ながらへ/がらへば/長ら/らへ/へば/また/たこ/この/のご
85,28,94,よも/夜もす/もすが/すがら/物思ふ/思ふこ/ふころ/ころは/明けや/けやら/やらで/よもす/ものお/のおも/おもふ/もふこ/あけや/夜もすが/もすがら/物思ふこ/思ふころ/ふころは/明けやら/けやらで/よもすが/ものおも/のおもふ/おもふこ
86,28,96,なげけ/嘆けと/けとて/月やは/やは物/は物を/思はす/はする/げけと/つきや/きやは/やはも/はもの/ものを/おもは/もはす/嘆けとて/月やは物/やは物を/思はする/なげけと/げけとて/つきやは/きやはも/やはもの/はものを/おもはす/もはする
87,28,91,む/村雨の/露もま/もまだ/まだ干/だ干ぬ/真木の/木の葉/の葉に/むらさ/らさめ/さめの/つゆも/ゆもま/まだひ/だひぬ/まきの/きのは/のはに/露もまだ/もまだ干/まだ干ぬ/真木の葉/木の葉に/むらさめ/らさめの/つゆもま/ゆもまだ
88,28,90,なにはえ/難波江/波江の/蘆のか/のかり/かりね/りねの/ひとよ/とよゆ/よゆゑ/なには/にはえ/はえの/あしの/しのか/難波江の/蘆のかり/のかりね/かりねの/ひとよゆ/とよゆゑ/にはえの/あしのか/しのかり/難波/波江/江の/蘆の
89,28,93,たま/玉の緒/の緒よ/絶えな/えなば/なば絶/ば絶え/絶えね/ながら/がらへ/らへば/たまの/まのを/のをよ/たえな/なばた/ばたえ/たえね/玉の緒よ/絶えなば/えなば絶/なば絶え/ば絶えね/ながらへ/がらへば/たまのを/まのをよ/たえなば
90,28,93,みせ/見せば/せばや/ばやな/雄島の/島の海/の海人/海人の/袖だに/だにも/みせば/をじま/じまの/まのあ/のあま/あまの/そでだ/でだに/見せばや/せばやな/雄島の海/島の海人/の海人の/袖だにも/みせばや/をじまの/じまのあ/まのあま
91,28,93,きり/きりぎ/りぎり/ぎりす/鳴くや/くや霜/や霜夜/霜夜の/さむし/むしろ/しろに/なくや/くやし/やしも/しもよ/もよの/きりぎり/りぎりす/鳴くや霜/くや霜夜/や霜夜の/さむしろ/むしろに/なくやし/くやしも/やしもよ/しもよの/りぎ
92,28,92,わがそ/わが袖/が袖は/潮干に/干に見/に見え/見えぬ/沖の石/の石の/がそで/そでは/しほひ/ほひに/ひにみ/にみえ/みえぬ/おきの/きのい/のいし/いしの/わが袖は/潮干に見/干に見え/に見えぬ/沖の石の/わがそで/がそでは/しほひに
93,28,94,よのなかは/世の中/の中は/常にも/にもが/もがも/がもな/渚漕ぐ/よのな/のなか/なかは/つねに/ねにも/なぎさ/ぎさこ/さこぐ/世の中は/常にもが/にもがも/もがもな/よのなか/のなかは/つねにも/ねにもが/なぎさこ/ぎさこぐ/世の/の中
94,28,92,みよ/み吉野/吉野の/山の秋/の秋風/さよ更/よ更け/更けて/みよし/よしの/しのの/やまの/まのあ/のあき/あきか/きかぜ/さよふ/よふけ/ふけて/み吉野の/山の秋風/さよ更け/よ更けて/みよしの/よしのの/やまのあ/まのあき/のあきか
95,28,94,おほけ/ほけな/けなく/憂き世/き世の/世の民/の民に/おほふ/ほふか/ふかな/うきよ/きよの/よのた/のたみ/たみに/おおけ/おほけな/ほけなく/憂き世の/き世の民/世の民に/おほふか/ほふかな/うきよの/きよのた/よのたみ/のたみに/おほ
